ID,rating,text,split
10,1,"i used to order takeout here once every month or so .  the food tastes average and the price is good .  it s your typical low end chinese place .   n nthe last  and final  time i ordered here i just so happened to be picking up my order while a health inspector from allegheny county health department was making his rounds .  while i was waiting on my food  which took much longer than usual  the inspector was pointing out violations .  he also requested a copy of a certificate that the man behind the register was unable to produce .  the inspector looked at me like i was crazy for waiting on my food despite the obvious poor conditions .    n nas for the rest of the place   it s always been kind of dirty inside .  the carpets are just filthy and the walls match .  there are always children s toys scattered about the floor because the owners children are always there ,  so be careful not to trip .   n nthe workers do seem like nice people just trying to make a living but when it comes to cleanliness don don is lacking . ",train
11,1,"after waiting for almost    minutes to trade in an old phone part of the buy back program ,  our customer service rep incorrectly processed the transaction .  this led to us waiting another    minutes for him to correct it .  don t visit this store if you want pleasant or good service . ",train
12,1,by far the worst most unprofessional dentist i have ever experienced her staff is too busy watching soap operas on all the tvs in each room instead of cleaning and she gave me a filling which was too deep which could have been understandable as her son had his pictures delivered from hawaii and she had to stop   times to pay for them and show her whole staff all of them must be nice to have a    year old go to hawaii on her moms dime and have her patience wait to see all of this happen i had to have oral surgery and have the tooth removed because she put the filling in too deep an abscessed tooth was the result i wouldn t recommend her to an ex girlfriend or someone i hate because of the three months of extreme tooth pain i had to deal with because of her lack of care and follow through even after i called and asked them for advice and follow up they simply could care less and did not even offer to reschedule an appointment other than prescribing me vicodin and antibiotics do not recommend and do not go to her license should be pulled !  ! ,train
13,1,"unfortunately ,  the frustration of being dr .  goldberg s patient is a repeat of the experience i ve had with so many other doctors in nyc    good doctor ,  terrible staff .   it seems that his staff simply never answers the phone .   it usually takes   hours of repeated calling to get an answer .   who has time for that or wants to deal with it ?   i have run into this problem with many other doctors and i just don t get it .   you have office workers ,  you have patients with medical needs ,  why isn t anyone answering the phone ?   it s incomprehensible and not work the aggravation .   it s with regret that i feel that i have to give dr .  goldberg   stars . ",train
14,1,"some of the worst pizza i ve ever had .   we used a coupon from the paper for a   topping   cut sicilian .  first of all the pizza wasn t even cut through ,  and the sad attempt at cutting was so uneven that   of the slices were about an inch wide ,  while the others were about     each .  the toppings were scarce ,  they used mini pepperoni and put maybe   on the whole pizza .  the onions were huge chunks and the mushrooms were straight from a can .  the worst part though was the thick doughy crust that tasted more like a fishy sourdough roll .  i m serious .  .  .  it was so noticeable that it made me wonder if the dough was bad or if they for some weird reason put fish sauce in it .  it was gross .   n nwe also ordered steak and italian hoagies .  the veggies were old and wilted ,  and there was no dressing on either .  the italian had deli meat that was clearly bottom of the line and not very generous .  the   steak    if you an call it that  was greyish instead of brown and looked like it was a processed meat chopped into pieces .  no flavor or seasoning and the texture was reminiscent of spam .  it was so bad that i only ate     of it and tossed the rest .   n ni have ordered from here in the past and always been disappointed .  i thought i would give them another try since i d never ordered a sicilian pizza from there .  what a mistake .  i will never order from them again ! ",train
15,1,"you would think their exorbitant prices would at least buy some decent customer service .  not at this location .   n nthey are totally understaffed and have almost nobody able or willing to help you find anything .  this is a problem because they carry so many completely different products that it s hard to find what you need .  expect to wait at least a half hour before getting assistance .  n nthe organization is disjointed ,  especially depending on your project .  there s even a section called   art supplies   .  i thought that was kind of the point of the whole store .   n nwhat did it in however was how miserably they packed my picture frames .  the place next door wrapped two dollar drinking glasses in paper to protect them ,  but apparently michael s thinks a grocery bag is sufficient to protect a nice picture frame in bad weather .   n nso ,  the inevitable happened and i dropped the bag .  now i don t expect every place to be sympathetic ,  even though it could have been packed better ,  but when i asked for a refund they were down right rude .  hey i did drop the thing ,  but some empathy would have been nice .  i wasn t completely out of line asking because a little bubble wrap and it would have been fine in the first place .  i will never be back to this or any other michael s . ",train
16,1,"this is the absolute worst steak n shake i ve ever been to .   n nthe bf and i got lost around pittsburgh for    min .  trying to find this location and on top of the unnecessary   hour wait for our food ,  the food itself was just so crappily made .  it was so bad and we had waited a ridiculous amount of time  c mon ,  steak n shake is basically a glorified mcd s  ,  our waiter comped our whole meal .  n nif not for the compensation ,  i would have been pissed that we had to pay for such a crappy meal .  the bf ,  on the other hand ,  was more upset about the principle of the matter .  .  .  we had trekked all that way just to get our steak n shake fix  since both of us haven t had it since our undergraduate days  and it was a major fail .  n ni think i m good with my steak n shake craving for a long time now .  .  .  n n n nps .  the whole joint smells like major b . o . ",train
17,1,"coming here you get the feeling they haven t changed much .   the tables ,  the decorations ,  the menu .   all the same .   does that make you a little worried ?   yes .  n ni ordered the mushroom ravioli and it was .  .  .  oily .   very very oily .   the actual ravioli was okay ,  enough mushrooms .   but it was oily .   did i mention that ?    n nambiance ,  like i said ,  left much to be desired .   i don t think i d have this place on my list of   musts   for downtown .   much better restaurants to visit ! ",train
18,1,food was not good at all !  my husband   i ate here a couple weeks ago for the first time .  i ordered a salad   basil pesto cream pasta   my husband ordered the spinach   feta pasta .  the salad was just a huge plate of spring mix  nothing else in it  with way to much vinegar dressing .  my lettuce was drowning in the vinegar .  my pesto pasta had no flavor  did not taste like a cream sauce to me    the pesto was so runny watery   way too much sauce not enough noodles .  my husband s pasta had even less flavor than mine .  we ate about a quarter of the food   couldn t even finish it .  we took it home   it was so bad i didn t even eat my leftovers .  and i hate wasting food !  !  plus the prices are expensive for the amount of food you get   of course the poor quality .  don t waste your time eating here .  there are much better italian restaurants in pittsburgh . ,train
19,1,"i have been to this restaurant twice and was disappointed both times .  i won t go back .  the first time we were there almost   hours .  it took forever to order and then forever for our food to come and the place was empty .  when i complained the manager was very rude and tried to blame us for taking to long to order .  it made no sense ,  how could we order when the waitress wasn t coming to the table ?  after arguing with me he ended up taking    off of our       bill .  ridiculous .  if it were up to me i would have never returned .  unfortunately my family decided to go here again tonight .  again it took a long time to get our food .  my food was cold and bland ,  my kids food was cold .  my husbands salmon was burnt to a crisp and my sister in law took one bite of her trout and refused to eat any more because she claims it was so disgusting .  the wedding soup and bread were good ,  but that s it !  my drink sat empty throughout my meal and never got refilled even when i asked .  bad food ,  slow service and rude managers .  i ll pass on this place if my family decides to go again .  not worth it at all with all the other good italian options around . ",train
20,1,"i ve decided where i stand with emmert dental .  they are unprofessional ,  rude and have no clue what they re doing  behind the desk  .  i will not be going back nor will i have nice things to say about them . ",train
21,1,"all i can say is the worst !  we were the only   people in the place for lunch ,  the place was freezing and loaded with kids toys !    bicycles ,  a scooter ,  and an electronic keyboard graced the dining room .  a fish tank with filthy ,  slimy fingerprints smeared all over it is there for your enjoyment .  n nour food came .  .  .  no water to drink ,  no tea ,  medium temperature food .  of course its cold ,  just like the room ,  i never took my jacket off !  the plates are too small ,  you food spills over onto some semi clean tables as you sit in your completely worn out booth seat .  the fried noodles were out of a box and nasty ,  the shrimp was mushy ,  the fried rice was bright yellow .  n nwe asked for water ,  they brought us   in a solo cup for   people .  i asked for hot tea ,  they said    minutes .  what chinese restaurant does not have hot tea available upon request ?  n nover all .  .  .  .  my first and last visit to this place .  the only good point was that it was cheap ,  and deservingly so . ",train
22,1,"for someone who straddles the line between sometimes craft er ,  this store can seem vast and confusing .   there s rows and rows of baskets and bedazzling jewels and paper and .  .  . oh my .  .  . scrap booking !   when i want to find boring old felt .  .  .  . it s like .  .  . where do i start ?    n ni m in a hurry ,  as always ,  and i rush in and the first thing i look for is an employee .   no one to be found .   i could call out and my voice would come echoing back .   i run between rows of paper ,  wood and gosh darn scrap booking .  .  .  . no felt !   where do i find felt !   where do i find an employee !  ?  n nfinally ,  i find one after    minutes of wondering around .   she s incredibly nice and leads me to the felt .   this is not the first time i ve been hard up to find help .   i tell her she was hard to find ,  and she tells me that they re   low on payroll   and can t have any one the floor but her !   in that whole store ,  just her !   that s ridic !  n nnot a month ago i was ,  again ,  in a slight hurry and stood in line for about    minutes to check out ,  with   employees at the register and   people per line ,  i gave up and walked out .    n nhey michael ,  do you pick up what i m putting down ?   you re not making any money because your costumer service sucks .  .  .  . in fact ,  there s no service to be found ! ",train
23,1,"i ve tried to give this mcdonalds a chance but my patience has run out .  the only reason why i came here as much as i did is because i like the    iced coffees .  but it s not even worth it .  this mcdonalds is poo and so is most of the staff .   n nwhenever i want to go through the drive thru i can t because there is a line of cars wrapped half away around the building .  and even when the line is shorter there s always a hold up of some sort .  so most of the time i just park and go inside the restaurant .   n ntoday was a horrible day .  i ordered an iced coffee  no cream or sugar  and a chocolate chip cookie .  it only takes    seconds to fill a cup with coffee and    seconds to take a cookie out of the case .  i waited    minutes !  !  sorry but that s too long just to get a coffee and a cookie !  it s not like i ordered a meal !  during that time i saw people come in after me and get their milkshakes and iced coffees within two minutes !  wth ?  !  i told the petite sleepy eyed cashier i wanted my money back !  her eyes opened wide in surprise ,  like i really woke her up or something .  she said ,   youre the one who ordered the iced coffee ?  i can get it for you !    for real ?  she was the one who took my order !  i told her i waited too long and i just want my money back .  the manager offered to make my iced coffee ,  but  i refused because i had just had enough .  n nthere are  few  employees there who work hard but everyone else is dragging their feet .  there is no organization or teamwork ,  everyone is scrabbling .  it looks like none of them want to be there .  i used to work in fast food and i know it sucks ,  but come on !  n ni m sorry but i can t recommend this mcdonalds .  it s poo .  i m not coming back here anymore .  guess i ll be going to starbucks  and their iced coffees taste better anyway ! ",train
24,1,"eat at your own risk .  the service is terrible ,  the staff seem to be generally clueless ,  the management is inclined to blame the staff for their own mistakes ,  and there s no sense of fast in their fast food .  when we came ,  half of the menu board was still on breakfast ,  and it was     p .  the only thing they have going for them is that the food is hot and tastes just like mcdonald s should .   n nthen again ,  the franchise is owned by rice ,  and i ve come to take terrible service is their mo . ",train
25,1,"if i could give this place less than one star ,  i would .  i have no idea who gave this place high reviews but they must either own the place or be time travelers from back in the day when this place might not have sucked .  the decor is tired and grimy ,  the place reeked of smoke ,  and the bartender server was surly ,  to put it mildly .  we went there on a saturday night with a mind to try the irish food .  apparently ,  we were out of luck .  i ve always thought that the secrets of restaurant success is to actually stock food for people to eat .  he told us before we ordered that they had no   pies   .  no chicken pot pie ,  no shepherds pie ,  etc .  so ,  we gamely tried to order other things .  we placed our order .  my wife ,  for example ,  ordered the irish stew and he came back   min later telling us they were out of that and even more things for several people in our party .  at that point my wife picked out a third option ,  ham and cabbage ,  only to be told again that   they were out   .  at that point ,  realizing that the only food to be had in the place was what was crusted on the menus ,  we asked to pay for our drinks and left .  they actually then gave us flack for not having enough to put it on a debit card .  in short ,  unless you like your dinner with a side of disappointment and depression ,  i d probably avoid this place like the plague .  speaking of the plague ,  i suppose we should thank mr .  surly for inspiring us to walk out .  i only have two bathrooms at my house and would ve been hard pressed to accommodate several violently ill people at once . ",train
26,1,very disappointed in the customer service .  we ordered reuben s  and wanted coleslaw instead of kraut .  they charged us    .    for the coleslaw .  we will not be back  .  the iced tea is also terrible tasting . ,train
27,1,"i went here at   pm between the lunch rush and the dinner rush ,  and the restaurant was maybe     full .  i ordered the chili mac supreme to go .  i thought i would be in and out within      minutes .  keep in mind that this restaurant even has a drive thru  the expectation is quick service .  n nlong story short ,  my food never came .  .  .  the waitress told me  after i had been sitting there waiting for thirty minutes  that the kitchen hadn t even started on my order yet ,  so i told her to cancel it and walked out .  now i see that others on yelp have warned about the slow service at this location .  wish i had looked it up earlier . ",train
28,1,"man has this place gone down hill .   my husband and i went a couple of weeks ago .   we had salads and pasta .   both were on the verge of inedible .   with a single glass of wine ,  i felt downright robbed at the     price tag .   seriously ,  i could have easily made what we had with jarred sauce and boxed pasta at home .  classico is better .   and the service was pretty absent to make it even worse .  .  .  seemed she knew it was terrible and didn t want to deal with it .   seriously ,  i d rather eat at the og . ",train
29,1,"absolutely awful service .   went to papa j s awhile ago and the service was bad   the waiter was surly ,  rude and unhelpful .  .   decided to try it again since it is close to stage    .   big mistake .   greeted by a dour manager that seemed mad that we had a reservation .     minutes to get a glass of wine .   at one hour and    minutes complained to the manager that we still had not received out entrees .   he said  what do you want me to do about it ?    and said they had a busy night .   this is when tables around us sat empty .  i then had to go back to the manager to give us our bill so we could get away from this ruined evening .   the bill was prepared incorrectly .  if you want average food and terrible service ,  this is your place .   we will never go back . ",train
30,1,"although the first impression through the door is charming and the aroma enticing  as you enter this restaurant  much can be improved upon for the prices asked for the dining experience .  our group of   had called a week ahead and were seated in the back of the far dining room ,  right by a door where clinking pots  pans and  dishes were heard throughout our meal ,  as well as a darth vader type noise coming from the ceiling vent .  our waitress was not knowledgable of all menu items ,  and three of our  very simple requests did not come out as ordered .    dressing on the side of a salad ,   less feta on an entree and no oil on another entree  the waitress blamed it on the cook ,  but did offer to get one entree changed .  also we were asked if we wanted pine nuts ,  feta or gorgonzola on our salad and then were charged   .    extra per item in addition to the salad price    .     which brought the salad up to    .     !  outrageous  !  nthere is so much possibility for ambiance in this restaurant  ,  but they miss the mark on service and atmosphere .  i will most likely not return .  very overpriced for the quality and service . ",train
31,1,the worst dental office i ever been .  no one can beat it !  !  !  you should avoid it at any time . ,train
32,1,"the delivery driver mistakenly rang my doorbell ,  having confused     and     .  n nrather than taking a step back and analyzing the situation ,  he begins to accuse my wife and i of ordering and refusing to pay for this pizza .  n nthe driver then gets on his cell phone and rather than calling the number than was given when the order was placed ,  begins to call his bosses and starts threatening me with felony charges .   n nso i take the initiative and ask the fine upstanding gentleman what the phone number of the order er was ,  phone my neighbor and discover the mistake .  rather than a thank you or a sorry ,  he just speeds off  breaking the speed limit on our block  to reach his destination    feet away .  n ni would call to complain ,  but based on the other reviews ,  its clear the owners do not care about carnegie or it s residents ,  and its pretty well known around town just how awful their food is ,  so it would be pointless to boycott a place i d never order from again anyway .  n ndo yourself a favor and order from any other establishment in town . ",train
33,1,hoofah . ,train
34,1,"i don t know what dr .  goldberg was like before  moving to arizona ,  but let me tell you ,  stay away from this doctor and this office .  i was going to dr .  johnson before he left and goldberg took over when johnson left .  he is not a caring doctor .  he is only interested in the co pay and having you come in for medication refills every month .  he will not give refills and could less about patients s financial situations .  trying to get your    days mail away pharmacy prescriptions through this guy is a joke .  and to make matters even worse ,  his office staff is incompetent .      of the time when you call the office ,  they ll put you through to a voice mail ,  that no one ever answers or returns your call .  both my adult children and husband have decided to leave this practice after experiencing such frustration .  the entire office has an attitude like they are doing you a favor .  give me a break !  stay away from this doc and the practice .  you deserve better and they will not be there when you really need them .  i have never felt compelled to write a bad review about anyone until i met this pathetic excuse for a doctor who is all about the money . ",train
35,1,"i have to say that i write this review with much regret ,  because i have always loved papa j s .  but my recent experience there has changed my mind a bit .   n nfrom the minute we were seated ,  we were greeted by a server that was clearly inexperienced and didn t know the menu .  as i said before ,  i ve been to papa j s a good handful of times so i know the menu decently well ,  but the server couldn t explain any of the questions i had about a couple new dishes i was thinking about trying .  i swear this guy must have just looked at the menu for the first time a few minutes ago .  n nbut it wasn t just the knowledge of the menu .  it was one thing after another with our server .  my wife asked for a glass of water   times until she finally got it  at which point the meal was over ,  so we didn t care at that point  .   i mean come on ,  for a restaurant of this calibre and price is it too much to ask for a glass of water ?  there was no one filling up water .  n nmy biggest complaint ,  however ,  is what happened with our meals .  my dad and i both ordered the trout special  trout with roasted red peppers and lump crabmeat  .  instead ,  the meal that was delivered to both of us was trout with a heaping pile of spinach and mushrooms .  not what the special was at all .   and by the way ,  that item is on the menu as a regular item so whether or not the mistake was made by the server  which ,  we are sure it was  or the chef ,  who knows for certain .  not to mention ,  though ,  that a good server wouldn t have served us that regardless .   n nbut before you think we had an unusal experience that was all due to a poor server ,  let me continue .  when we informed our server of the mistake ,  he didn t really believe us until he checked his order sheet ,  and then he blamed the error on the chef .  at this point ,  the meal had been sitting  because it took us forever to flag this guy down again  so the trout was basically cold .  the server then said he would have the meals re made .  so ,  he took the meals back to the kitchen .  meanwhile ,  of course ,  my wife and mom are eating their meals and my dad and i are sitting there with no meals .  also keep in mind that my wife still had not gotten the water she had been asking for ,  and my iced tea had been refilled with a soda  yes ,  believe that or not  .  all the kitchen did was scrape their   mistake   off of our fish !  they didn t remake anything .  our fish was served to us again with little pieces of spinach and mushrooms sticking all over it .  quite frankly ,  the fish wasn t good at all .  i honestly would have rather had a fish sandwich from mcdonald s that night .  the server never did anything to try to make our experience better   he knew we weren t happy ,  but never offered anything such as dessert on the house .  i m not looking for a handout ,  but our experience was just plain awful that night .  the guy never really even apologized for the mistake .  normally ,  i may have asked for a manager ,  but at this point i was ready to just get out of there  plus ,  we had to be somewhere else that night  .  n nmy opinion .  .  .  for the money ,  there are many other restaurants i would rather eat at . ",train
36,1,"owning a driving range inside the city limits is like a license to print money .   i don t think i ask much out of a driving range .   decent mats ,  clean balls and accessible hours .   hell you need even less people now with the advent of the machine that doles out the balls .   this place has none of them .   it is april and there are no grass tees yet .   btw they opened for the season this week although it has been golfing weather for a month .   the mats look like the carpet at my     year old aunt irene s house .   worn and thread bare .   let s talk about the hours .   this place is equipped with lights yet they only sell buckets of balls until     .   it is still light out .   finally lets you have the pit to hit into .   when i arrived i wasn t sure if this was a driving range or an excavation site for a mastodon or a strip mining operation .   there is no grass on the range .  just mud .   makes it a good tool to figure out how far you actually are hitting the ball .   oh ,  they are cash only also .  n nbottom line ,  this place sucks .   the best hope is that the owner sells it to someone that actually wants to make money and service golfers in pittsburgh . ",train
37,1,we went on a weeknight .   place was not busy waited over    minutes for drinks and to have our order taken .   we ordered an app and it came out with the meals and that was another    minutes or so .   food was luke warm at best .   i would not go back . ,train
38,1,"some how even though the food at this eat n park is down right abominable ,  the smiles and laughter is always there .   how can i stay mad when the prices or so cheep ?  myself my boyfriend and his nephew had lunch with milkshakes and me having a coffee it was     .    n non this particular occasion the fire alarm went off and rang and rang and rang loud and long for over    minutes before the fire department got there realized they didn t have key to turn it off and than another    minutes later finally shut it off .  .  . only at eatn  park .  n nmy baked potato was hard as a rock ,  i had ordered two pieces of baked cod and only received one .   n nthe waitress was very sweet and attentive and really attempted to build a rapport with our lil nephew which i thought was sweet . ",train
39,1,"in all fairness   i did not see this dentist but did schedule an appointment and waited    minutes for them to open .  n nwhen i look at yelp reviews ,  i usually weed out the outliers  the best and the worst  .    unfortunately ,  there are only two reviews .  n nit was my first time at the office .    the office admin  very nice  asked for me to come early  before  am  to complete paperwork .    i arrived at      .     i waited .    i watched   employees walk by me  unlocked the door and re locked it  .     they did not acknowledge me .  n nthe door i was at had signage  open hours  .     i decided to leave because of a review where the staff seemed distracted or disinterested in my presence .  n nthe office admin  very nice  called me to inform i am missing my appointment .    i explained to her that there were too many indications where this was not going to be a good fit and wished her the best of luck .  n ni recommend if you see this dentist you go to the front door  furthest away from the parking lot  for the entrance .  n npoor recommendation because the staff who walked by me seemed to be distracted which was pointed out in a previous review . ",train
40,1,if you like being greeted in the morning by a gym worker slopping down eggs from a frying pany instead of working .  .  .  . this is your gym .  .  .  . complain to the manager and she gets nasty .  .  .  . try getting in touch with the owner .  .  .  . impossible !   most unprofessional gym ever !  !  !  ! ,train
41,1,"i got  new  tires from them and within two weeks got a flat .  i took my car to a local mechanic to see if i could get the hole patched ,  but they said the reason i had a flat was because the previous patch had blown   wait ,  what ?  i just got the tire and never needed to have it patched ?  this was supposed to be a new tire .   ni took the tire over to flynn s and they told me that someone punctured my tire ,  then tried to patch it .  so there are resentful tire slashers ?  i find that very unlikely .  after arguing with the guy and telling him that his logic was far fetched he said he d give me a new tire   this time   .   ni will never go back to flynn s b c of the way this guy treated me and the simple fact that they gave me a used tire ! ",train
42,1,"my first time going to barb s country junction and i really wanted to like this place ,  i really did .  .  . however ,  i didn t .  n nthe food was decent ,  some was above average and some below but it was overall decent .  i got pancakes ,  bacon and eggs .  the pancakes were really good and fluffy ,  the home fries were simply okay and the eggs were not cooked well .  my son had a burger and it was good .  the coffee at this place was brewed to perfection which a appreciate .  i would give the food     .  n nthe service was subpar for sure .  while our waitress was a really nice girl ,  she wasn t on top of anything at all .  had to ask for coffee refills ,  had to ask for silverware ,  for napkins .  .  . etc .  she got the order messed up and so on .  i give the service     .  n nthe inside of the place had some country charm as you d expect but want particularly cleanly .  it also had a leaky roof in several places which had buckets collecting the water .  a customer even tripped over the buckets and fell .  i give the interior     .  n nthe prices were decent .  i fed my whole family breakfast    of us  for     .  i give the prices     .  n nso in summary ,  you can get okay food here for a rather cheap price but it is not a great place to dine in by any means .  there are better diners in the area that i will patronize in the future rather than barb s . ",train
